temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,shortwave_radiation_backwards_sfc,angle_of_incidence,zenith,azimuth,power_output
290.31,31,1017.3,0,0,0,103.85723,84.913942,64.59826,70.945052
291.16,32,1017.2,0,0,67.64,90.103265,74.448123,73.705953,429.49833
294.99,30,1016.9,0,0,242.97,76.376324,63.367387,82.649005,1104.2833
299.24,23,1016.8,0,0,425.42,62.930697,52.045087,92.179501,1693.3228
302.02,18,1016,0,0,597.19,50.089274,40.81692,103.55339,2107.2178
303.76,13,1015.2,0,0,742.26,38.535866,30.26568,119.37225,2366.3803
304.87,11,1014.9,0,0,853.51,29.863397,21.844579,145.16043,2430.7858
305.68,12,1014.6,0,0,921.15,26.944069,18.840467,184.55523,2387.161
306.39,12,1014.5,0,0,937.17,31.343685,23.348425,221.58247,2200.599
306.73,13,1014.3,0,0,903.35,40.838814,32.441821,244.59479,1864.332
306.22,14,1014,0,0,824.14,52.76047,43.220305,259.10741,1343.0956
304.91,14,1014.9,0,0,709.33,65.773217,54.509579,269.92659,594.67845
303.62,15,1015.6,0,0,560.7,79.303401,65.812097,279.24559,44.852476
302.52,18,1015,0,0,388.04,91.801181,75.831467,287.34212,0.91836735
286.39,74,1020.7,0,0,0,117.72095,94.808042,54.820417,0.28138889
285.72,78,1020.8,0,0,0,103.88859,85.019133,64.671119,71.232024
286.72,75,1020.8,0,0,65.86,90.124997,74.552294,73.789549,427.30444
290.89,59,1020.1,0,0,239.41,76.384576,63.468409,82.744404,1104.8934
294.41,45,1019.3,0,0,420.97,62.922752,52.145436,92.28931,1701.7518
297.74,36,1019.1,0,0,590.96,50.060067,40.920647,103.68018,2152.7871
299.87,31,1018,0,0,733.36,38.476693,30.379059,119.50885,2416.1216
301.47,29,1017.2,0,0,842.83,29.76453,21.972883,145.24148,2494.4847
302.4,28,1018.7,0,0,907.8,26.814705,18.965686,184.4336,2418.4975
303.53,26,1018.2,0,0,925.6,31.21847,23.439843,221.33994,2208.4036
304.29,24,1017.5,0,0,892.67,40.735281,32.506075,244.37509,1827.9522
304.69,24,1017.1,0,0,813.46,52.677474,43.272428,258.92624,1294.3797
304.74,24,1016.7,0,0,696.87,65.70686,54.558645,269.77254,589.23
304.32,24,1016.6,0,0,547.35,79.251048,65.863523,279.10899,55.590146
303.36,24,1016.5,0,0,378.25,91.414444,75.619568,286.99144,1.8195652
288.68,59,1020.2,0,0,0,117.65179,94.85266,54.978698,0.30310734
288.39,60,1020.3,0,0,0,103.9182,85.127144,64.749739,72.3675
290.29,53,1020.1,0,0,63.19,90.144637,74.659177,73.879245,426.06139
294.44,43,1019.8,0,0,234.07,76.390191,63.571923,82.846409,1092.0236
298.16,34,1019.2,0,0,415.63,62.911549,52.248254,92.406509,1672.14
300.71,28,1018.8,0,0,586.51,50.026838,41.027104,103.81553,2098.5694
302.34,25,1018.2,0,0,728.02,38.412499,30.495883,119.65544,2360.3782
303.34,25,1017.7,0,0,836.6,29.659523,22.105985,145.3328,2448.1381
304.01,23,1018.7,0,0,907.8,26.679119,19.097191,184.31717,2374.0048
304.89,20,1018.4,0,0,925.6,31.088843,23.53772,221.09452,2159.4056
305.52,19,1018.1,0,0,896.23,40.629342,32.576141,244.14972,1807.9117
305.82,18,1017.3,0,0,818.8,52.593454,43.329893,258.73948,1268.5461
305.79,18,1017,0,0,702.21,65.640419,54.612858,269.61349,570.30639
305.47,17,1017.1,0,0,551.8,79.199311,65.920094,278.96797,58.838056
304.65,17,1016.5,0,0,381.81,91.490462,75.771482,286.93635,1.7815603
290.79,44,1020,0,0,0,117.7039,94.983791,55.050769,1.2912429
289.77,49,1020.2,0,0,0,103.94593,85.237826,64.834113,79.480278
291.4,47,1020.1,0,0,61.41,90.162117,74.768676,73.975028,426.72861
295.69,39,1019.6,0,0,232.29,76.393119,63.677847,82.955006,1079.7117
299.74,32,1019,0,0,411.18,62.897066,52.353471,92.531087,1651.1381
302.34,26,1018.2,0,0,580.28,49.989597,41.13624,103.95944,2077.2933
304.16,21,1017.7,0,0,723.57,38.343346,30.616132,119.81209,2320.9125
305.31,19,1017.3,0,0,833.93,29.548513,22.243922,145.43457,2407.1895
306.22,16,1017.5,0,0,906.91,26.53751,19.235079,184.20613,2368.6936
307.02,15,1017.3,0,0,925.6,30.955006,23.642151,220.84636,2155.6358
307.57,15,1016.8,0,0,894.45,40.521166,32.652097,243.91883,1784.9208
307.78,15,1015.8,0,0,817.02,52.508549,43.392764,258.54729,1258.3089
307.76,14,1015.2,0,0,700.43,65.57401,54.672267,269.44958,570.99918
307.48,15,1015.3,0,0,550.02,79.148288,65.981844,278.82262,62.365278
306.71,17,1014.8,0,0,378.25,91.336649,75.749104,286.72749,2.2539855
292.19,45,1018.1,0,0,0,117.51992,94.959285,55.30471,1.1154971
292.32,39,1018.2,0,0,0,103.97168,85.351045,64.924238,78.158277
293.55,36,1018.2,0,0,59.63,90.177366,74.880698,74.076887,426.6125
296.68,39,1017.9,0,0,232.29,76.393311,63.786098,83.070172,1073.9925
299.62,32,1017.5,0,0,413.85,62.879272,52.461016,92.66301,1655.3685
302.54,24,1017.3,0,0,586.51,49.948342,41.247998,104.11186,2064.272
304.75,18,1016.4,0,0,731.58,38.269264,30.739763,119.97875,2298.3886
306,15,1015.7,0,0,842.83,29.431577,22.38667,145.5468,2396.7181
306.14,13,1016.5,0,0,918.48,26.39001,19.379361,184.10071,2354.0347
307.03,11,1016.2,0,0,937.17,30.81712,23.753188,220.59579,2122.8493
307.62,10,1015.6,0,0,907.8,40.410906,32.734008,243.68267,1772.9497
307.91,9,1014.9,0,0,830.37,52.422894,43.461099,258.34982,1239.4458
307.96,9,1014.6,0,0,712.89,65.507747,54.736922,269.28093,566.97778
307.61,10,1014.3,0,0,559.81,79.098072,66.04881,278.67307,67.755711
306.7,11,1013.8,0,0,385.37,91.066991,75.640972,286.43886,3.1170455
289.83,74,1017.7,0,0,0,117.45188,95.017868,55.476569,3.3991071
290.31,71,1017.5,0,0,0,103.99533,85.466643,65.020104,88.220089
292.37,61,1017.1,0,0,56.96,90.190315,74.995144,74.184807,417.47306
296.75,47,1016.9,0,0,226.06,76.390721,63.896594,83.191896,1037.7108
300.6,36,1016.3,0,0,404.95,62.85815,52.570823,92.802277,1610.95
302.79,28,1015.7,0,0,573.16,49.903092,41.362335,104.27283,2021.9484
304.33,23,1015,0,0,716.45,38.190337,30.866777,120.15551,2261.6714
305.67,20,1014.4,0,0,825.92,29.308895,22.534306,145.66967,2393.2847
307.16,16,1014.5,0,0,888.22,26.236865,19.530162,184.00098,2314.6886
307.81,15,1014.1,0,0,890.89,30.67541,23.870931,220.34292,1076.2814
308.05,13,1013.8,0,0,838.38,40.298745,32.821951,243.44139,352.67295
308,13,1012.9,0,0,764.51,52.336633,43.53496,258.14723,491.43748
307.69,13,1012.6,0,0,653.26,63.672102,53.280452,267.75213,405.09222
291.62,66,1015.9,0,0,0,117.26425,94.999494,55.742483,37.001235
290.93,69,1015.7,0,0,0,104.01686,85.584691,65.121769,114.57361
293.5,58,1015.3,0,0,62.3,90.200891,75.111971,74.298787,424.78194
298.22,44,1014.6,0,0,224.28,76.385278,64.009273,83.320101,964.85891
302.54,30,1013.9,0,0,398.72,62.833627,52.682816,92.948698,899.89639
304.7,23,1013.9,0.2,0,564.26,49.853749,41.479142,104.44194,1875.5047
303.68,21,1013.6,0.1,0,517.09,38.106372,30.996965,120.34151,2108.4302
303.82,19,1013.6,0.4,0,288.36,29.180044,22.686351,145.80188,1574.5592
306.06,15,1013.9,0.3,0,510.86,26.077528,19.686814,183.90736,385.48584
306.72,13,1013.8,0.3,0,855.29,30.529608,23.995044,220.08933,1687.5526
306.62,13,1013.5,0.2,0,587.4,40.184645,32.915846,243.19591,1489.3247
305.17,14,1013.1,0,0,548.24,52.249815,43.614356,257.93999,603.23833
304.91,14,1013.1,0,0,354.22,65.376082,54.882143,268.93007,316.02919
305.65,13,1013.1,0,0,396.94,79.000425,66.19853,278.36187,109.22472
304.82,14,1012.8,0,0,352.44,90.88083,75.71197,286.07705,2.1372224
291.63,37,1016.4,0,0,0,117.66671,95.386662,55.572232,8.5900585
290.51,40,1016.6,0,0,0,104.03611,85.704952,65.229186,185.27833
292.96,35,1016,0,0,61.41,90.209033,75.231061,74.418798,360.7503
297.47,27,1015.4,0,0,230.51,76.376954,64.124049,83.454789,470.79972
300.29,23,1015.2,0,0,286.58,62.805712,52.796937,93.102325,475.80389
301.8,21,1015.6,0,0,349.77,49.800382,41.598405,104.61934,553.67778
301.22,23,1015.6,0,0,208.26,38.017552,31.130401,120.53717,720.93533
301.59,21,1015.7,0,0,236.74,29.045419,22.843075,145.94418,815.75667
304.83,18,1015.6,0,0,551.8,25.912556,19.849746,183.81987,2151.1401
304.37,16,1015.6,0,0,540.23,30.38015,24.125803,219.83452,716.38
302.04,21,1016.6,0,0,191.35,40.068884,33.015832,242.94606,427.42472
303.7,19,1015.6,0,0,368.46,52.162625,43.699364,257.72809,487.85667
304.34,19,1014.7,0,0,585.62,65.310886,54.962792,268.74819,307.55111
303.76,20,1014.7,0,0,530.44,78.953166,66.281353,278.20047,62.635659
303.05,20,1014.4,0.1,0,358.67,90.151832,75.258212,285.47753,0.28582226
292.46,56,1017.6,0,0,0,116.76595,94.890337,56.377729,0.24319728
292.14,53,1018.5,0,0,0,104.05306,85.827431,65.342382,71.20952
293.64,46,1016.8,0,0,23.14,90.214678,75.352356,74.544828,414.53583
297.71,34,1016.2,0,0,185.12,76.365697,64.240858,83.595899,1112.5712
300.56,25,1016,0.2,0,384.48,62.774361,52.913122,93.263031,1801.6014
301.49,23,1016.2,0.3,0,527.77,49.742947,41.720049,104.80479,1261.9836
302.31,21,1015.5,0,0,663.05,37.923796,31.266964,120.74197,2065.6572
301.52,22,1015.3,0,0,616.77,28.904824,23.004213,146.09579,1896.3661
301.82,25,1016.3,0,0,831.26,25.741686,20.018578,183.73871,1379.6241
302.27,24,1015.9,0,0,847.28,30.226947,24.263014,219.57949,822.14556
301.37,25,1015.4,0,0,742.26,39.951505,33.121872,242.69248,1816.8825
302.7,23,1014.5,0,0,663.05,52.075145,43.79,257.51189,1314.3547
302.57,24,1014.5,0,0,579.39,65.246243,55.048846,268.56224,643.25121
302.12,24,1014.4,0,0,538.45,78.907058,66.369525,278.03538,38.241111
301.36,26,1013.9,0,0,377.36,89.887485,75.170495,285.17468,0.25952381
298.75,51,1016.1,0,0,552.69,49.472576,42.229362,105.62629,2142.621
300.07,46,1015.4,0,0,664.83,37.500692,31.844219,121.65138,2436.6974
301.28,37,1015.2,0,0,753.83,28.285035,23.693191,146.79461,2314.2858
301.79,32,1017,0,0,824.14,25.002554,20.753527,183.47835,2582.5525
302.56,29,1016.5,0,0,845.5,29.58042,24.877121,218.56125,2248.7439
303.27,26,1016,0,0,835.71,39.469065,33.607397,241.64509,1897.8165
303.37,25,1015.5,0,0,763.62,51.72493,44.209566,256.60747,1235.7567
303.34,24,1015.5,0,0,639.91,64.995246,55.447649,267.78053,635.89139
303.11,24,1015.7,0,0,511.75,78.735717,66.775992,277.34036,38.398032
302.32,25,1015.2,0,0,361.34,90.353918,76.049743,284.90711,0.50791667
289.27,73,1017.4,0,0,0,104.10092,86.470135,65.994397,52.446667
291.18,69,1016.9,0,0,43.61,90.203643,75.989082,75.264231,405.03234
295,64,1016.4,0,0,207.37,76.264381,64.853079,84.396417,1076.0933
297.36,55,1016.2,0,0,385.37,62.565885,53.523173,94.170974,1677.8983
299.76,44,1015.5,0,0,554.47,49.395546,42.362727,105.85041,2169.5969
301.56,37,1014.5,0,0,661.27,37.38306,31.996101,121.90025,2424.6072
303.04,30,1013.9,0,0,809.01,28.115901,23.876239,146.99107,2553.3528
304.07,21,1014.2,0,0,884.66,24.804115,20.951743,183.42957,2561.2911
304.73,18,1013.5,0,0,906.91,29.410943,25.04678,218.30907,1153.2661
305.09,17,1012.6,0,0,879.32,39.345881,33.744161,241.37657,1418.6069
305.12,18,1011.9,0,0,802.78,51.637869,44.328812,256.37253,1207.33
304.94,19,1011.7,0,0,685.3,64.934845,55.561085,267.57638,663.93417
304.45,19,1011.2,0,0,534.89,78.696501,66.891104,277.15854,122.58019
303.57,20,1010.9,0,0,363.12,90.329754,76.169705,284.7388,2.29125
286.45,77,1013.9,0,0,0,104.10299,86.604599,66.141875,59.655
287.09,74,1013.8,0,0,42.72,90.19328,76.121988,75.425716,414.09613
291.35,58,1013.4,0,0,209.15,76.234954,64.980751,84.575148,1097.0597
293.53,49,1012.8,0,0,389.82,62.513836,53.650686,94.372917,1614.8777
294.83,40,1013,0,0,560.7,49.314173,42.497914,106.08242,2163.8936
296.67,36,1012.4,0,0,704.88,37.260827,32.150995,122.15749,2451.2855
298.45,34,1011.4,0,0,817.02,27.941307,24.063614,147.19593,2551.6754
300.2,30,1011.9,0,0,881.1,24.6005,21.155733,183.38722,2521.1361
300.96,30,1011.9,0,0,902.46,29.23867,25.222884,218.05826,2050.7022
301.18,32,1011.4,0,0,873.09,39.221973,33.887105,241.10585,1921.4207
300.84,34,1010.8,0,0,764.51,51.551245,44.453833,256.13443,1431.2097
300.19,35,1011.2,0,0,642.58,64.875564,55.680034,267.36903,497.39556
299.14,38,1011.3,0,0,510.86,78.658864,67.011612,276.97371,107.90648
297.78,38,1011.4,0,0,265.22,89.956978,76.022593,284.34032,0.70675676
285.18,85,1017,0,0,0,116.81011,95.871758,57.4218,11.006028
284.64,86,1017.4,0,0,0,104.10264,86.741165,66.29499,114.78333
284.65,83,1017.2,0,0,33.82,90.180117,76.256601,75.59297,433.01694
285.63,78,1017.8,0,0,161.98,76.202439,65.110045,84.759937,1131.3669
287.55,70,1018,0,0,360.45,62.458348,53.779938,94.581424,1758.202
290.32,58,1017.3,0,0,564.26,49.228894,42.635243,106.32171,2205.1603
292.83,49,1016.7,0,0,711.11,37.133987,32.308829,122.42268,2474.6871
294.87,42,1016.3,0,0,825.03,27.761169,24.255149,147.40863,2541.7608
298.34,40,1015.8,0,0,884.66,24.391601,21.365259,183.35136,2502.17
299.47,35,1015.6,0,0,906.91,29.063631,25.405296,217.80939,2307.3971
300.3,31,1015.4,0,0,879.32,39.097433,34.036187,240.83338,1930.6742
300.61,28,1014.8,0,0,802.78,51.465146,44.584619,255.89342,1391.3219
300.6,27,1015,0,0,687.08,64.817475,55.804495,267.15865,661.16197
300.22,26,1014.9,0,0,536.67,78.622857,67.137515,276.78601,23.547222
299.32,25,1014.6,0,0,364.01,89.819806,76.062593,284.09072,0.021351224
287.68,76,1016.9,0,0,0,104.09996,86.879918,66.453697,49.468333
289.53,76,1016.6,0,0,39.16,90.164129,76.392854,75.765939,407.54604
293.29,68,1015.8,0,0,202.03,76.166835,65.240913,84.950726,1092.9591
296.71,50,1015.6,0,0,380.92,62.39945,53.910899,94.796431,1684.0058
300,35,1015.7,0,0,550.91,49.13977,42.774704,106.56821,2148.958
301.76,26,1014.9,0,0,696.87,37.002644,32.469622,122.69575,2400.9521
302.94,23,1014.3,0,0,809.9,27.575653,24.450892,147.6291,2482.3642
304.29,17,1014,0,0,884.66,24.177643,21.580372,183.32189,2442.7958
305.04,16,1013.5,0,0,906.02,28.886051,25.594042,217.56253,2251.1023
305.49,15,1013.1,0,0,876.65,38.972432,34.19142,240.55929,1881.9486
305.53,15,1012.7,0,0,800.11,51.379693,44.721176,255.64966,1350.1942
305.25,15,1012.4,0,0,683.52,64.760661,55.934464,266.94536,641.33083
304.74,15,1012.5,0,0,532.22,78.588536,67.268795,276.59552,18.256944
287.54,99,1015.7,0,0,0,104.09494,87.020861,66.617976,37.909722
288.37,95,1015.5,0,0,36.49,90.145297,76.530705,75.944574,397.33167
291.58,77,1015.3,0,0,199.36,76.128141,65.373317,85.14743,1106.1028
294.1,64,1014.9,0,0,377.36,62.337154,54.043536,95.017796,1730.3514
296.28,54,1014.8,0,0,546.46,49.046823,42.916263,106.82168,2184.3081
298.97,42,1014.1,0,0,689.75,36.866809,32.63331,122.97628,2462.3856
301.54,33,1012.8,0,0,802.78,27.38469,24.650689,147.85675,2558.2554
302.24,25,1014.3,0,0,882.88,23.958499,21.80082,183.29873,2488.1073
303.59,20,1014.1,0,0,906.02,28.705939,25.788951,217.3182,2284.9744
304.46,15,1013.9,0,0,880.21,38.847051,34.352737,240.28404,1901.7589
304.76,13,1012.9,0,0,806.34,51.294968,44.863478,255.40342,1374.99
304.59,13,1012.9,0,0,690.64,64.705185,56.069925,266.72933,653.21028
303.84,14,1012.9,0,0,537.56,78.555942,67.40544,276.40238,14.96032
286.51,78,1016.3,0,0,0,104.08775,87.164192,66.787773,39.58056
287.17,75,1016.1,0,0,36.49,90.123608,76.670093,76.128812,397.05222
290.96,59,1015.4,0,0,198.47,76.086367,65.507216,85.349974,1086.8819
295.34,44,1014.9,0,0,378.25,62.271495,54.177826,95.245433,1719.535
298.02,37,1014.5,0,0,548.24,48.950119,43.059915,107.08202,2162.8387
299.62,35,1013.5,0,0,692.42,36.72658,32.799904,123.26412,2411.25
301.32,30,1012.9,0,0,805.45,27.188413,24.854558,148.09143,2458.7269
302.68,26,1013.5,0,0,880.21,23.73436,22.026622,183.28181,2385.4361
303.95,24,1012.7,0,0,900.68,28.523508,25.990024,217.07647,2179.011
304.77,23,1012.2,0,0,869.53,38.721452,34.520134,240.00778,1814.4581
305.05,23,1011.5,0,0,789.43,51.211079,45.011517,255.15484,1344.85
304.81,23,1011.3,0,0,671.06,64.65112,56.210864,266.51069,631.55449
304.32,23,1011.3,0,0,522.43,78.52512,67.547421,276.20668,30.959138
303.15,25,1011.1,0,0,349.77,89.769634,76.486782,283.55333,0.050462963
286.81,65,1015.8,0,0,0,104.07847,87.309987,66.963023,42.215
287.95,58,1016,0,0,35.6,90.099053,76.81096,76.318587,403.44778
290.57,58,1015.4,0,0,201.14,76.041535,65.642574,85.558296,1115.5947
292.4,53,1015.1,0,0,387.15,62.202524,54.313756,95.479285,1750.9692
294.62,45,1015.2,0,0,562.48,48.849745,43.205671,107.34918,2200.0145
296.8,38,1014.1,0,0,709.33,36.582104,32.969454,123.55928,2453.6475
298.82,33,1013.1,0,0,819.69,26.987063,25.062603,148.33313,2558.405
301.43,26,1012.6,0,0,886.44,23.505535,22.25788,183.27089,2495.1962
302.7,24,1012.1,0,0,903.35,28.339024,26.1973,216.83723,2288.0522
303.34,23,1011.4,0,0,872.2,38.595815,34.69362,239.73056,1920.3614
303.54,23,1010.7,0,0,793.88,51.128144,45.165285,254.90402,1371.9026
303.47,24,1010.3,0,0,675.51,64.598537,56.357258,266.28953,656.61438
302.79,26,1010,0,0,522.43,78.496108,67.694704,276.0085,17.714167
285.75,94,1013.5,0,0,0,104.06705,87.458193,67.143724,40.009167
286.14,90,1013.3,0,0,28.48,90.071632,76.953296,76.513839,398.88417
288,79,1013.4,0,0,185.12,75.993649,65.779372,85.772263,1101.5092
290.98,66,1012.9,0,0,371.13,62.130252,54.451294,95.719109,1722.8833
293.69,56,1012.5,0,0,539.34,48.745695,43.353472,107.62272,2138.0197
295.7,50,1011.4,0,0,683.52,36.433292,33.141805,123.86091,2374.1589
297.49,44,1010.5,0,0,797.44,26.780294,25.274437,148.58074,2417.7144
299.94,36,1010.7,0,0,810.79,23.271505,22.494033,183.26601,1711.1493
300.7,33,1010.2,0,0,833.04,28.152281,26.410413,216.60146,1596.1809
299.58,34,1009.8,0,0,614.99,38.470129,34.873032,239.45313,1123.3994
299.51,34,1009.3,0,0,447.67,51.046192,45.324711,254.65137,1135.7866
300.73,31,1008.8,0,0,593.63,64.547466,56.509071,266.06608,199.85139
300.31,32,1008.6,0,0,485.05,78.470234,67.848295,275.80883,3.3902778
289.96,61,1008.7,0,0,0,116.01648,96.298003,59.084907,12.173077
288.57,66,1008.8,0,0,0,104.05373,87.609068,67.32976,135.0075
289.51,65,1008.8,0,0,31.15,90.04135,77.097019,76.714489,336.61436
292.67,61,1008.4,0,0,189.57,75.942756,65.917575,85.991844,689.50537
294.81,54,1008.3,0,0,365.79,62.054766,54.590451,95.964948,556.37806
296.3,43,1008.5,0,0,525.99,48.638128,43.503387,107.90282,1521.9956
297,39,1007.9,0,0,679.07,36.280447,33.317147,124.16949,2675.3517
298,33,1007.4,0,0,793.88,26.568714,25.490473,148.83491,1742.7047
299.66,23,1008,0,0,873.09,23.033112,22.735609,183.26679,1430.7367
300.34,22,1007.6,0,0,879.32,27.963857,26.629659,216.36832,630.9
299.16,24,1007.5,0,0,690.64,38.344691,35.058476,239.17505,665.04427
299.06,24,1006.9,0,0,402.28,50.96538,45.489815,254.39677,231.70045
298.41,30,1007.3,0,0,263.44,64.497993,56.666279,265.84034,79.649167
297.05,35,1008.4,0,0,345.32,78.443609,68.005055,275.60518,22.528889
284.7,98,1014.3,0,0,0,104.03844,87.762516,67.521103,102.90479
285.4,94,1014,0,0,30.26,90.008214,77.242116,76.920466,393.79111
288.04,82,1014.1,0,0,188.68,75.888877,66.057168,86.216918,1165.19
291.67,69,1013.9,0,0,370.24,61.976099,54.731209,96.216604,1770.8722
294.64,57,1013.4,0,0,525.99,48.527075,43.655387,108.18914,2199.4086
296.57,46,1012.7,0,0,655.93,36.123552,33.495385,124.48441,2499.5614
298.06,41,1012.3,0,0,768.07,26.352139,25.710462,149.09485,2592.0194
296.95,34,1014.2,0,0,885.55,22.79008,22.982242,183.27321,2582.7331
298.28,29,1014,0,0,906.91,27.773694,26.854791,216.13841,2352.3226
299.29,26,1013.3,0,0,876.65,38.219543,35.249834,238.89684,1923.9832
299.88,25,1012.4,0,0,797.44,50.885758,45.660535,254.1405,1379.5286
300.11,25,1012.1,0,0,677.29,64.450147,56.82884,265.61248,657.64806
299.92,25,1011.8,0,0,522.43,78.420172,68.168031,275.40019,29.984722
299.25,25,1011.9,0,0,346.21,89.021453,76.575154,282.34357,0.003333333
289.1,93,1015.9,0,0,0,104.02122,87.918548,67.717687,56.349652
289.47,93,1015.9,0,0,29.37,89.97224,77.388551,77.131699,415.75889
290.57,87,1016.2,0,0,161.98,75.832051,66.198137,86.447403,1128.3819
292.52,75,1016.3,0,0,349.77,61.894315,54.873572,96.473982,1755.8591
295.7,57,1016,0,0,544.68,48.412629,43.80949,108.48157,2179.8189
298.22,44,1015.3,0,0,692.42,35.962739,33.676559,124.80552,2432.1765
300.21,36,1014.6,0,0,807.23,26.130741,25.934449,149.36033,2526.7089
301.75,32,1015,0,0,872.2,22.542595,23.233933,183.285,2449.4839
302.84,27,1014.5,0,0,892.67,27.581978,27.085769,215.91173,2244.2042
303.65,25,1014.1,0,0,865.08,38.094821,35.447067,238.61861,1881.4507
303.98,24,1013.6,0,0,787.65,50.807407,45.836834,253.8827,1344.7772
304.08,24,1013.2,0,0,668.39,64.332214,56.929829,265.3028,682.70821
291.05,46,1015.9,0,0,0,116.04066,96.843037,59.64502,10.751282
291.19,42,1015.8,0,0,0,104.00196,88.077008,67.919467,172.57722
290.98,47,1016,0,0,26.7,89.933443,77.536306,77.348111,375.825
294.6,50,1015.5,0,0,179.78,75.772311,66.34047,86.683188,856.22472
297.97,45,1015.4,0,0,345.32,61.809463,55.017532,96.736911,1047.8055
298.83,42,1015.5,0,0,332.86,48.294848,43.965685,108.77982,1150.65
302.32,34,1014.1,0,0,501.96,35.798044,33.860616,125.13236,899.50944
303.81,28,1013.5,0,0,749.38,25.904447,26.162279,149.63081,473.39635
304.99,25,1013.8,0,0,817.02,22.29053,23.490448,183.30205,615.54611
305.58,24,1013.4,0,0,830.37,27.388745,27.322417,215.68862,1677.8271
305.77,24,1013.1,0,0,801.89,37.970606,35.65008,238.3407,1352.4752
305.69,23,1012.6,0,0,728.02,50.730389,46.018655,253.62359,847.23539
305.41,24,1012.3,0,0,620.33,64.359514,57.169853,265.15085,492.26472
304.58,26,1012.1,0,0,477.93,78.378996,68.509358,274.98398,72.951568
303.56,28,1011.8,0,0,332.86,88.775486,76.740588,281.80114,0.42857143
287.53,92,1017.6,0,0,0,103.98068,88.237882,68.126376,51.456436
288.16,90,1017.4,0,0,25.81,89.891843,77.685352,77.569627,418.6265
291.13,74,1017.4,0,0,182.45,75.709702,66.484154,86.924183,1122.1889
293.68,62,1017.2,0,0,364.9,61.721611,55.163094,97.005288,1741.4426
296.57,49,1016.8,0,0,539.34,48.173827,44.123989,109.08378,2171.7997
298.92,41,1015.7,0,0,687.08,35.629597,34.047587,125.46476,2429.7108
300.65,36,1014.6,0,0,801,25.67341,26.393978,149.90603,2514.0139
301.89,29,1015.5,0,0,875.76,22.034048,23.75177,183.32412,2426.4308
303.03,26,1014.8,0,0,895.34,27.194178,27.564683,215.46907,2238.3523
303.74,24,1014.1,0,0,863.3,37.84703,35.858824,238.06325,1857.439
304.05,24,1013.3,0,0,783.2,50.654784,46.205952,253.36329,1217.6811
304.01,25,1012.9,0,0,663.05,64.316801,57.348211,264.91732,250.13028
303.59,26,1012.9,0,0,509.08,78.361279,68.687612,274.77293,49.488611
302.81,28,1012.6,0,0,339.98,88.772821,76.92207,281.60313,0.38452381
289.59,40,1015.1,0,0,0,103.95737,88.401094,68.338322,83.949167
289.5,47,1015.1,0,0,29.37,89.847459,77.835638,77.796161,392.18089
293.67,42,1014.6,0,0,194.91,75.64427,66.629171,87.170315,1123.1703
297.99,35,1014.1,0,0,376.47,61.630836,55.310264,97.279052,1700.4577
299.7,27,1014.3,0,0,546.46,48.049683,44.284441,109.39339,2271.7903
301.14,24,1013.5,0,0,687.97,35.457581,34.237552,125.80274,2337.6061
302.54,20,1013.2,0,0,795.66,25.437931,26.629689,150.18607,2409.8939
303.62,15,1013.3,0,0,885.55,21.773588,24.018065,183.35101,2516.371
304.45,14,1013,0,0,906.02,26.998635,27.812648,215.2528,2284.5681
305.13,13,1012.6,0,0,876.65,37.724293,36.073309,237.78614,1913.4215
305.59,11,1011.8,0,0,798.33,50.580699,46.398705,253.10181,1363.0129
305.59,11,1011.6,0,0,674.62,64.275894,57.531748,264.68207,662.58884
304.2,13,1011.8,0,0,521.54,78.3455,68.87085,274.56001,26.366205
302.9,14,1012.2,0,0,342.65,88.773255,77.109248,281.404,0.000595238
289.09,26,1015.2,0,0,0,103.93186,88.566417,68.555286,38.994444
289.13,30,1015,0,0,24.92,89.800309,77.987165,78.02764,425.99949
292.38,26,1015,0,0,185.12,75.576046,66.775512,87.421442,1143.205
296.77,20,1014.5,0,0,373.8,61.537176,55.459024,97.557958,1757.7222
300.39,15,1013.7,0,0,551.8,47.922447,44.446989,109.70825,2185.4592
302.61,11,1012.9,0,0,699.54,35.281959,34.430369,126.14556,2467.6794
304.16,8,1012.6,0,0,812.57,25.197723,26.86907,150.46998,2590.5403
305.54,7,1012.7,0,0,854.4,21.508652,24.288832,183.38262,1464.256
306.4,7,1012.4,0,0,895.34,26.801945,28.065944,215.04052,1827.2729
307.1,8,1011.9,0,0,870.42,37.602403,36.293348,237.51001,934.935
307.21,8,1011.4,0,0,789.43,50.508166,46.596814,252.83954,1507.5567
306.7,8,1011.5,0,0,644.36,64.236813,57.7204,264.44531,537.54667
305.71,9,1011.5,0,0,487.72,78.331663,69.059027,274.34534,139.29611
304.06,10,1011.9,0,0,331.08,89.012663,77.484977,281.35719,14.931733
288.77,75,1015.6,0,0,0,103.90423,88.733877,68.777151,45.754402
288.65,76,1016,0,0,25.81,89.750411,78.13986,78.263978,419.53556
291.69,63,1016,0,0,186.9,75.505082,66.923149,87.677517,1103.9186
294.99,48,1015.7,0,0,365.79,61.440722,55.609384,97.842022,1676.2972
298.7,33,1015.3,0,0,533.11,47.792273,44.611702,110.02847,2162.6519
302,22,1014,0,0,679.96,35.103012,34.626205,126.49354,2422.7314
