temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,shortwave_radiation_backwards_sfc,angle_of_incidence,zenith,azimuth,power_output
275.16,86,1013.5,0,0,26.7,59.007724,67.136762,111.67627,513.76958
279.76,63,1011.9,0,0,187.79,44.085304,57.114749,124.3479,784.0065
283.56,49,1010.2,0,0,371.13,29.211608,48.686354,139.97528,1027.8736
285.92,44,1008.7,0,0,474.37,14.595921,42.928029,159.35161,829.40524
287.97,39,1007.8,0,0,606.09,5.9208496,41.027817,181.60693,686.81278
288.37,38,1007.7,0,0,735.14,16.619882,43.498202,203.62111,556.95978
287.59,41,1007.8,0,0,642.58,31.313918,49.684039,222.49499,174.35133
287.12,47,1007.3,0,0,457.46,46.19998,58.375523,237.66916,34.002555
283.69,68,1007.5,0,0,201.14,61.126129,68.539381,250.0423,14.595123
283.95,70,1007.4,0.7,0,115.7,74.556682,78.349309,259.71583,9.6833722
277.62,95,1009.5,1.6,0,0,73.299865,77.247524,100.99203,1.8783543
277.85,95,1009.9,0.7,0,15.13,58.969753,66.805095,111.43029,40.961315
279.26,91,1009.6,0.4,0,140.62,44.055574,56.761029,124.1214,398.11256
280.26,86,1009.7,0.4,0,198.47,29.201598,48.306257,139.80476,550.69889
281.29,83,1008,0.2,0,147.74,14.656259,42.528909,159.30176,297.92457
281.65,82,1008,0,0,160.2,6.2301044,40.635972,181.73227,455.46878
282.25,74,1007.9,0.1,0,172.66,16.802484,43.145436,203.89737,457.49553
283.21,66,1007.1,0,0,223.39,31.445999,49.383237,222.84392,393.47418
282.14,77,1006.9,0.3,0,162.87,46.315617,58.119887,238.03375,206.87611
281.55,87,1007.3,1.5,0,109.47,61.234497,68.315246,250.4012,111.46311
281.66,90,1006.7,1.4,0,122.82,76.150001,79.256397,261.07465,75.63092
276.25,95,1011.2,0,0,0,100.07277,97.276608,83.008742,22.207222
275.96,95,1010.8,0,0,0,88.610039,88.412045,90.380213,93.382289
276.26,94,1011.8,0,0,18.69,73.848279,77.371561,100.33997,185.65667
277.93,88,1011.5,0,0,149.52,58.932946,66.473633,111.18367,267.32485
279.44,82,1010.9,0,0,291.92,44.028253,56.407617,123.89372,394.44308
280.24,80,1010.1,0,0,365.79,29.196219,47.926416,139.63298,482.98405
279.91,84,1010.1,0.4,0,339.98,14.727184,42.129966,159.25198,316.56143
280.91,69,1008.3,0,0,183.34,6.5479714,40.244582,181.86032,530.11866
281.39,67,1007.8,0,0,194.91,16.993046,42.793771,204.17779,302.61083
281.72,65,1007.7,0,0,203.81,31.58267,49.083984,223.19635,272.24847
281.87,63,1006.9,0,0,210.04,46.434174,57.865819,238.40059,194.02072
282.16,61,1006.9,0,0,173.55,61.344737,68.092415,250.76136,91.448095
282.2,59,1006.9,0,0,138.84,71.789045,75.710175,258.37896,0.0375
275.83,95,1008,1.4,0,0,100.14847,97.048692,82.675455,13.485484
276.04,96,1007.3,1.7,0,0,88.565662,88.097853,90.12931,135.51043
276.36,95,1007.5,2,0,5.34,73.808113,77.055059,100.08882,225.46611
276.77,93,1007.8,2.2,0,39.16,58.897366,66.142506,110.93641,182.93889
277.09,93,1007.5,2.2,0,56.96,44.003401,56.054645,123.66484,185.29973
278.56,88,1005.8,1.5,0,98.79,29.195516,47.546963,139.4599,249.62361
280.43,82,1004.5,0.7,0,348.88,14.808467,41.731321,159.20221,32.046548
280.6,77,1003.4,1.5,0,276.79,31.723768,48.786356,223.55217,7.1075
279.77,84,1002.6,1.7,0,216.27,46.555537,57.613368,238.76954,9.3633974
275.66,93,1005.2,2,1.68,88.11,61.456753,67.870921,251.12263,0.27835317
274.87,96,1005.2,0,0,0,88.522464,87.785874,89.878916,27.660556
275.35,94,1006.2,0,0,18.69,73.768299,76.738747,99.837628,260.85006
276.25,92,1005.8,0,0,138.84,58.863079,65.811848,110.68852,516.37833
277.52,88,1006.4,0,0,289.25,43.981079,55.702249,123.43475,626.12122
280.27,82,1004.7,0.5,0,439.66,29.199532,47.168028,139.28545,298.40836
280.83,80,1004.2,0.7,0,302.6,14.899849,41.333094,159.15237,219.53748
280.58,87,1005.6,0,0,244.75,7.219016,39.465799,182.23451,109.12147
280.54,85,1005.3,0.1,0,319.51,17.396334,42.094133,204.75086,202.1585
280.79,81,1005.8,0.1,0,258.1,31.869126,48.490422,223.91126,85.974686
281.32,78,1005.9,0,0,266.11,46.679587,57.36258,239.14047,116.51056
280.29,77,1006.2,0,0,253.65,61.484105,67.588334,251.41998,39.148023
269.83,92,1013.4,0,0,0,100.16347,96.485564,82.094987,6.3583333
269.66,92,1013.1,0,0,0,88.480866,87.476735,89.629042,368.43005
270.65,91,1013,0,0,30.26,73.72891,76.422767,99.586405,1005.7376
271.77,82,1013.2,0,0,174.44,58.830151,65.481795,110.43999,1120.8914
272.95,76,1013.2,0,0,193.13,43.961345,55.350563,123.20341,1637.6355
273.96,67,1012,0,0,247.42,29.208303,46.789744,139.10957,2142.2057
274.73,63,1011.8,0,0,283.91,15.001054,40.935407,159.10239,1305.8351
276.03,61,1012.6,0,0,425.42,7.5422315,39.074226,182.26037,1723.1202
276.5,59,1012.3,0,0,381.81,17.608201,41.746346,205.04336,1995.2404
276.91,57,1012.4,0,0,378.25,32.018569,48.19625,224.27351,1689.6365
277.07,55,1012.2,0,0,354.22,46.806198,57.113496,239.51324,997.45909
277.18,55,1012.2,0,0,280.35,61.685696,67.432051,251.84802,507.43333
276.91,57,1012.6,0,0,226.06,73.607072,76.20719,260.46592,27.297123
271.81,78,1021.9,0,0,0,100.73023,96.624852,81.430521,6.5301802
272.49,73,1022.2,0,0,0,88.441247,87.170996,89.379697,121.87213
272.94,75,1022.8,0,0.14,21.36,73.690026,76.107259,99.335157,450.78138
273.75,82,1023.2,0.1,0.42,131.72,58.798652,65.152482,110.19082,871.6075
275.4,80,1023.5,0.1,0.56,222.5,43.944261,54.999726,122.9708,875.37472
277.47,72,1022.5,0,0,364.01,29.22186,46.412244,138.9322,960.74139
278.52,74,1021.8,0.1,0,420.97,15.111784,40.538379,159.05217,813.86954
279.13,85,1019.9,0.4,0,170.88,7.8841805,38.685736,182.39881,531.99432
282.26,78,1018.9,0.1,0,341.76,17.826312,41.400033,205.33972,270.46316
284.32,72,1018.5,0,0,639.91,32.171913,47.903901,224.63878,326.12917
285.41,69,1017.6,0,0,566.04,46.935239,56.866152,239.88772,140.42278
285.44,71,1018.4,0,0,509.97,61.802405,67.214717,252.21185,370.65444
283.74,82,1019.1,0,0,185.12,72.47701,75.072788,259.96948,5.9262821
277.7,96,1027.9,0,0,0,61.209215,66.557956,107.98492,1.7159452
277.49,96,1028.4,0,0,0,61.209215,66.557956,107.98492,87.292352
278.51,94,1029.2,0,0,42.72,61.209215,66.557956,107.98492,290.58443
280.07,89,1029.1,0,0,221.61,57.926698,64.208287,110.56926,665.51778
281.95,80,1029.1,0,0,405.84,43.929888,54.649923,122.73699,492.76944
283.5,72,1028.6,0,0,565.15,29.240247,46.035749,138.7534,140.00306
277.9,96,1031.3,0,0,0,102.11023,97.085764,79.932079,4.7921769
278.5,90,1030.3,0,0,0,88.368477,86.570528,88.882611,414.80171
280.09,81,1030.2,0,0,48.06,73.61409,75.478231,98.832596,1245.102
284.45,71,1028.9,0,0,234.07,58.740219,64.496629,109.69053,1936.7731
288.42,58,1028.3,0,0,421.86,43.918275,54.301146,122.50162,2405.682
290.07,48,1027,0,0,583.84,29.263435,45.66013,138.57267,2798.8026
291.03,45,1027.2,0,0,708.44,15.360568,39.746773,158.95064,2857.0071
291.23,38,1028.1,0,0,772.52,8.5794352,37.911809,182.68288,2842.0558
292.32,36,1027.4,0,0,801.89,18.279591,40.712152,205.94367,2597.9899
292.79,34,1027.1,0,0,773.41,32.489543,47.32489,225.37785,2171.1956
292.56,34,1026.5,0,0,688.86,47.200062,56.376798,240.64117,1499.2858
292,36,1025.9,0,0,559.81,62.039719,66.784322,252.94112,594.12119
290.99,39,1025.8,0,0,392.49,73.941703,75.601527,261.52892,35.945833
277.6,93,1030.2,0,0,0,102.04937,96.750425,79.685035,4.4904762
277.35,99,1030.6,0,0,0,88.334822,86.275116,88.634872,387.12615
278.9,84,1030.5,0,0,57.85,73.577204,75.164996,98.581285,897.60474
282.19,66,1029.4,0,0,244.75,58.713429,64.170369,109.43939,1004.3757
284.49,55,1029.7,0,0,432.54,43.909492,53.953686,122.26498,2034.4893
286.53,46,1027.9,0,0,593.63,29.291491,45.28579,138.39035,2763.0826
287.95,45,1027.5,0,0,698.65,15.497985,39.352442,158.89911,2228.0774
289.09,39,1026.9,0,0,788.54,8.9316005,37.526581,182.82832,2186.9103
290.11,35,1026.3,0,0,822.36,18.513941,40.370749,206.25103,2516.2902
290.77,32,1026.1,0,0,776.97,32.56077,46.985523,225.64411,1070.2377
290.97,32,1025.7,0,0,626.56,47.335557,56.134837,241.01985,1179.3527
291.04,32,1025.3,0,0,547.35,62.191587,66.594665,253.32904,477.62872
290.33,35,1025.2,0,0,380.92,73.806538,75.214798,261.71393,22.832843
280.36,67,1029.4,0,0,0,101.47094,96.024236,79.782542,23.744074
280.12,65,1029.2,0,0,0,88.218507,85.919812,88.444165,294.45087
282.07,61,1029.8,0,0,54.29,73.541152,74.852805,98.32995,945.63214
286.19,52,1029.1,0,0,240.3,58.688353,63.845406,109.18757,1655.5333
288.85,36,1028.8,0,0,426.31,43.90359,53.607631,122.02692,2460.5933
290.08,33,1028.9,0,0,585.62,29.225559,44.86215,138.33555,2745.8985
290.96,32,1028.7,0,0,709.33,15.643641,38.959247,158.84691,2885.0596
291.89,24,1028.1,0,0,786.76,9.2860828,37.142637,182.97591,2820.1377
292.8,24,1027.8,0,0,806.34,18.752897,40.031133,206.56182,2570.0332
293.37,25,1027.9,0,0,763.62,32.82045,46.753794,226.12729,2119.1084
293.61,26,1027.1,0,0,679.96,47.472912,55.894709,241.39961,1463.5934
293.48,28,1026.7,0,0,558.03,62.28141,66.359666,253.67154,632.30069
292.78,31,1026.8,0,0,393.38,74.662793,75.57753,262.57354,25.66378
280.75,57,1030.1,0,0,0,102.66677,96.63898,78.697855,7.4369697
280.3,52,1030.2,0,0,0,88.269994,85.689773,88.140987,414.33761
281.14,50,1031.2,0,0,62.3,73.506017,74.541801,98.078587,1242.1246
284.71,42,1031.1,0,0,259.88,58.665062,63.52188,108.93506,1977.6512
287.6,24,1030.8,0,0,453.01,43.900624,53.263122,121.78741,2467.4836
288.66,24,1030.7,0,0,615.88,29.36219,44.541213,138.02018,2676.6376
289.78,28,1030,0,0,737.81,15.797199,38.567306,158.79393,2951.6153
292.15,31,1028.1,0,0,804.56,9.6424268,36.76007,183.12552,2840.5825
292.96,30,1027.2,0,0,821.47,18.996071,39.693375,206.87592,2529.9274
293.51,32,1026.9,0,0,784.98,32.990376,46.471318,226.50552,2189.2986
293.64,33,1026.6,0,0,705.77,47.611977,55.656428,241.78031,1516.5812
293.27,33,1026.4,0,0,574.05,62.403582,66.149493,254.03683,663.24186
292.28,34,1026,0,0,404.95,74.899587,75.473929,263.01028,24.531707
276.2,94,1032.2,0,0,0,102.85315,96.493611,78.288305,11.032749
275.67,94,1033,0,0,0,88.237683,85.39826,87.894834,447.66534
276.34,89,1033.5,0,0,58.74,73.471883,74.232126,97.827193,1290.326
279.02,75,1032.3,0,0,258.1,58.643626,63.19993,108.68184,2020.3884
281.36,65,1032,0,0,447.67,43.900644,52.920297,121.54639,2535.9097
283.91,53,1030.5,0,0,606.98,29.404832,44.171245,137.83214,2860.7291
286.12,44,1029.7,0,0,728.91,15.958318,38.176735,158.74003,2964.7868
287.71,39,1029.6,0,0,808.12,10.000219,36.378975,183.27706,2882.3406
288.64,35,1028.6,0,0,831.26,19.243085,39.357542,207.19321,2645.7264
289.31,32,1028.2,0,0,799.22,33.163009,46.190938,226.88588,2190.4372
289.63,30,1027.5,0,0,712,47.752598,55.420004,242.16177,1483.3401
289.32,29,1027.1,0,0,582.06,62.526467,65.940752,254.40197,637.58692
288.23,32,1027,0,0,412.96,75.383718,75.559098,263.61353,20.239352
276.45,34,1029.4,0,0,0,102.92297,96.26251,77.958506,22.50977
276.38,29,1028.6,0,0,0,88.20501,85.106924,87.6492,453.44921
278.36,28,1028.9,0,0,70.31,73.438833,73.92392,97.575765,1267.1514
282.74,31,1027.2,0,0,265.22,58.624113,62.879696,108.4279,1930.9045
286.27,26,1026.5,0,0,455.68,43.903697,52.579297,121.30383,2486.0261
288.64,23,1024.9,0,0,615.88,29.452322,43.803003,137.64201,2776.8061
289.9,26,1024.5,0,0,734.25,16.044646,37.757563,158.83813,2859.7307
291.25,22,1024.4,0,0,817.02,10.359084,35.999442,183.43039,2822.1077
291.73,24,1023.2,0,0,799.22,19.493573,39.0237,207.51354,2550.4818
292.3,25,1023.3,0,0,777.86,33.338144,45.912688,227.26819,1991.6871
292.43,26,1022.7,0,0,713.78,47.894623,55.185446,242.54385,1376.3088
292.04,27,1022,0,0,583.84,62.649936,65.733438,254.76682,473.10799
291.22,30,1021.9,0,0,419.19,74.858462,74.879483,263.53331,29.267865
280.69,48,1021.6,0,0,0,102.47029,95.640522,77.980316,18.433939
280.82,43,1021.4,0,0,0,88.171901,84.815675,87.404082,463.9205
283.54,36,1021.3,0,0,73.87,73.406949,73.617326,97.324299,1012.4864
287.04,25,1020.1,0,0,260.77,58.606589,62.561315,108.17323,1580.3163
289.31,24,1019.9,0,0,422.75,43.909826,52.240261,121.05968,1852.0908
290.8,25,1018.7,0,0,532.22,29.504642,43.436623,137.4497,1877.7974
292.13,22,1017.8,0,0,631.01,16.301878,37.400172,158.62895,2126.2377
292.64,29,1018.1,0,0,636.35,10.718677,35.621563,183.58539,2445.8871
292.87,30,1017.2,0,0,583.84,19.747179,38.69191,207.83677,2303.6675
292.61,29,1017.2,0,0,484.16,33.515572,45.636599,227.65229,1779.6742
292.6,24,1016.8,0,0,406.73,48.037897,54.952757,242.92636,684.29286
293.11,23,1015.7,0,0,489.5,62.773857,65.527545,255.13123,97.36077
292.28,22,1015.5,0,0,414.74,74.497482,74.32506,263.56102,6.387619
272.67,88,1019.8,0,0,0,103.04462,95.793915,77.317206,18.831473
273.29,93,1019.5,0,0,0,88.138414,84.524609,87.159475,463.50612
273.87,88,1020.6,0,0,69.42,73.37631,73.312482,97.072794,1302.6158
275.89,73,1019.6,0,0,271.45,58.591118,62.244925,107.91781,2005.9706
278.47,58,1018,0,0,468.14,43.91907,51.903327,120.81392,2487.1641
281.07,47,1016.6,0,0,630.12,29.561765,43.072238,137.25511,2818.3444
283.41,39,1014.8,0,0,754.72,16.483638,37.01441,158.57149,2940.5742
289.27,38,1012.9,0,0,813.46,11.07868,35.245425,183.74193,2852.2145
289.99,36,1012.4,0,0,833.93,20.003558,38.362234,208.16276,2607.0379
290.33,35,1011.7,0,0,800.11,33.689453,45.360719,228.02735,2159.4315
290.36,34,1011.4,0,0,712.89,48.182265,54.721943,243.30915,1475.6098
290.13,32,1011.6,0,0,582.95,62.898102,65.323063,255.49505,643.55761
289.33,32,1011.4,0,0,414.74,75.845126,75.071154,264.74658,18.146392
277.26,74,1013.6,0,0,0,103.10521,95.562755,76.999483,21.656557
277.02,72,1013.4,0,0,0,88.104685,84.233927,86.915375,487.58154
279.28,63,1013.3,0,0,83.66,73.346996,73.009527,96.821249,1301.0222
283.59,53,1011.7,0,0,281.24,58.577762,61.930665,107.66165,1993.0516
286.76,42,1011,0,0,469.92,43.931465,51.568635,120.56651,2511.6848
288.68,35,1010.3,0,0,630.12,29.623656,42.709983,137.05815,2823.7859
289.92,34,1009.8,0,0,752.94,16.671602,36.630484,158.51255,2927.9754
290.91,35,1010.4,0,0,825.03,11.438801,34.871118,183.89988,2874.1014
291.19,33,1010,0,0,844.61,20.262375,38.034728,208.49134,2604.5209
291.57,30,1009.8,0,0,807.23,33.876482,45.091008,228.42516,2186.9598
291.47,30,1009.5,0,0,718.23,48.327573,54.493003,243.69205,1532.9348
291.19,29,1009.1,0,0,589.18,63.022538,65.119981,255.85813,677.14549
290.45,31,1009.1,0,0,420.08,75.833769,74.785183,265.01095,18.997783
277.82,94,1015.7,0,0,0,103.04437,95.242423,76.764653,61.526763
277.07,95,1016.6,0,0,0,88.070884,83.943881,86.671778,291.58536
278.74,85,1017,0,0,90.78,73.319083,72.708599,96.569662,1198.7506
280.61,77,1016.4,0,0,283.91,58.566579,61.61867,107.40473,2067.6887
282.53,70,1016.9,0,0,459.24,43.947042,51.23632,120.3174,2582.9049
284.7,63,1015.9,0,0,598.08,29.686613,42.348263,136.86476,2710.3849
286.43,57,1015.2,0,0,699.54,16.76611,36.207826,158.64709,2954.9119
288.53,49,1014.9,0,0,796.55,11.798769,34.498726,184.05908,2775.9501
289.42,45,1014.7,0,0,777.86,20.523308,37.709449,208.82237,2568.1236
289.91,45,1014.9,0,0,720.01,34.059551,44.821554,228.81357,2059.5733
290.05,46,1014.4,0,0,640.8,48.473664,54.265935,244.07488,1422.7079
289.95,47,1014.7,0,0,514.42,63.147037,64.918289,256.22033,519.10854
289.38,45,1015.6,0,0,387.15,75.822115,74.500084,265.27416,23.134496
276.84,72,1024,0,0,0,102.98459,94.925056,76.530772,33.632208
275.92,76,1024.8,0,0,0,88.037192,83.65474,86.428683,467.36701
278.23,70,1024.7,0,0,80.99,73.292647,72.409835,96.318037,1310.2292
279.61,66,1024.1,0,0,290.14,58.557627,61.309076,107.14705,2029.8187
281.12,55,1024.6,0,0,476.15,43.965829,50.90652,120.06657,2429.3202
282.67,49,1023.9,0,0,632.79,29.761573,41.992395,136.65676,2860.7503
284.34,41,1022.8,0,0,756.5,17.06481,35.868594,158.38968,2962.5103
287.05,35,1021.6,0,0,827.7,12.158329,34.128335,184.2194,2949.8447
287.75,35,1021.5,0,0,857.07,20.786043,37.386449,209.15567,2717.1814
288.36,30,1021.1,0,0,820.58,34.244087,44.554355,229.20305,2269.9887
288.45,26,1020.6,0,0,735.14,48.620384,54.040738,244.45748,1544.4435
288.11,28,1020.8,0,0,603.42,63.271466,64.717972,256.58149,640.28904
287.21,31,1021.5,0,0,432.54,76.056338,74.404093,265.70212,39.576705
273.64,87,1028.5,0,0,0,102.71848,94.453368,76.434655,34.521546
273.75,89,1028.4,0,0,0,88.003783,83.366764,86.186088,470.38138
275.33,81,1028.4,0,0,96.12,73.26776,72.113368,96.066375,1204.6823
277.01,69,1027.6,0,0,288.36,58.550958,61.002016,106.8886,2088.991
279.24,51,1026.6,0,0,455.68,43.987846,50.579372,119.81399,2684.0389
279.81,43,1025.8,0,0,576.72,29.837493,41.63733,136.45214,2613.1881
280.81,42,1024.7,0,0,276.79,17.269399,35.490859,158.32543,1153.9587
284.24,41,1023.5,0,0,813.46,12.517244,33.76003,184.38067,631.14707
285.2,36,1023,0,0,675.51,21.050278,37.065781,209.49109,335.64778
284.84,36,1022.3,0,0,455.68,34.429888,44.289428,229.59342,128.5947
285.84,34,1021.5,0,0,415.63,48.767577,53.817406,244.83968,60.467734
285.45,38,1021,0,0,325.74,63.395698,64.51902,256.94146,15.597349
275.86,64,1026.1,0,0,0,101.08204,92.941944,77.240423,4.6546099
275.08,83,1026.6,2.2,0,0,87.970827,83.080206,85.943995,43.979559
275.57,88,1027.1,3.2,0,18.69,73.244494,71.819333,95.814683,119.72227
276.04,88,1026.6,1.1,0,52.51,58.546622,60.697624,106.62938,188.40683
276.1,86,1026.8,0.7,0,101.46,44.013111,50.255011,119.55964,217.60286
276.52,84,1026.8,0.7,0,130.83,29.91797,41.284927,136.24478,570.19271
276.92,82,1026.2,0.1,0,280.35,17.478879,35.115418,158.25911,870.88454
278.01,82,1025.5,1.9,0,231.4,12.875291,33.393895,184.54275,526.54606
276.54,88,1025.4,1.6,0,68.53,21.31572,36.747496,209.82843,651.51471
280.72,74,1023.2,0.2,0,504.63,34.616752,44.026793,229.98448,351.27395
281.83,72,1022.3,0,0,607.87,48.915091,53.595937,245.22131,179.46546
281.74,75,1022.2,0,0,555.36,63.519606,64.321418,257.30011,6.5775
282.12,73,1022.1,0,0,421.86,75.169865,73.17902,265.6402,42.4
276.05,96,1024.8,0,0,0,86.476751,81.689692,86.669932,12.066319
277.89,86,1024.8,0,0,102.35,73.222911,71.52786,95.562972,364.30887
280.16,78,1024.6,0,0,294.59,58.544661,60.396031,106.36941,536.06592
282.64,69,1023.3,0,0,477.93,44.041632,49.933569,119.30349,1241.4112
283.77,65,1022.3,0,0,559.81,30.002931,40.93532,136.03462,1485.0609
284.54,60,1021.8,0,0,341.76,17.692931,34.742385,158.19056,1331.9139
277.51,98,1024.6,0,0,0.89,87.906873,82.512266,85.461337,5.07
280.96,83,1024.9,0,0,81.88,73.203074,71.239078,95.311257,236.61444
283.21,70,1023.4,0,0,299.93,58.545114,60.097365,106.1087,858.94361
284.89,61,1023.3,0,0,446.78,44.073411,49.61518,119.04554,1690.9292
286.3,55,1022.9,0,0,574.94,30.092292,40.588639,135.82156,2019.1516
285.73,55,1022.3,0,0,285.69,17.860486,34.350699,158.24428,2260.9511
287.86,50,1023.2,0,0,686.19,13.603499,32.673605,184.92635,2281.3451
288.6,48,1022.6,0,0,589.18,21.84911,36.118277,210.50821,1542.6034
289.16,46,1022.1,0,0,736.03,34.992885,43.508465,230.76793,1942.3521
288.32,47,1021.8,0,0,470.81,49.210486,53.158572,245.98215,1141.0547
289.1,44,1021.5,0,0,399.61,63.765953,63.93023,258.01282,379.04449
288.59,44,1021.2,0,0,354.22,78.454727,75.160374,268.37733,337.71405
287.66,47,1021.6,0,0,230.51,91.057028,84.776961,276.75015,103.1469
277.46,89,1026.7,0,0,0.89,87.876141,82.231306,85.220796,65.960544
281.96,78,1025.6,0,0,113.03,73.185034,70.953113,95.05956,497.70948
284.36,69,1024.9,0,0,302.6,58.548009,59.801752,105.84726,1161.8054
285.32,57,1025,0,0,473.48,44.108441,49.299971,118.78578,1907.7325
286.84,43,1024.6,0,0,647.92,30.185958,40.245016,135.60556,2411.2403
288.29,45,1023.3,0,0,765.4,18.133489,34.004005,158.04618,2834.7809
289.33,41,1023.6,0,0,835.71,13.942157,32.30935,185.03221,2716.8042
290.21,39,1023.5,0,0,852.62,22.116527,35.807448,210.85029,1899.5985
290.53,38,1022.7,0,0,808.12,35.181773,43.252812,231.15994,2207.8757
290.6,37,1022.4,0,0,687.08,49.358078,52.942677,246.36102,1833.8297
290.59,35,1021.9,0,0,561.59,63.795143,63.66581,258.29781,509.58389
290.08,35,1022.3,0,0,405.84,78.559075,74.975253,268.71064,265.89114
288.76,38,1022.1,0,0,231.4,91.871898,85.128604,277.55666,101.28682
279.74,58,1026.6,0,0,1.78,87.846391,81.952609,84.980806,82.4125
283.48,47,1026.4,0,0,118.37,73.168839,70.670084,94.80791,510.08038
286.4,38,1025.2,0,0,317.73,58.55337,59.509312,105.58512,1281.1426
288.35,33,1024.8,0,0,496.62,44.146705,48.98807,118.52422,1931.8267
290.06,30,1024.1,0,0,640.8,30.283825,39.904579,135.38655,2459.8269
291.15,29,1023.6,0,0,752.94,18.359366,33.638888,157.97007,2618.7294
290.64,34,1023.1,0,0,836.6,14.294713,31.952743,185.19592,2822.9876
291.48,33,1022.2,0,0,854.4,22.38409,35.499211,211.1936,2824.6611
291.49,33,1022.4,0,0,820.58,35.370963,42.99953,231.55187,2560.4028
291.25,34,1021.7,0,0,735.14,49.505415,52.728647,246.73864,2090.5022
291.11,37,1021.6,0,0,606.09,64.009565,63.544365,258.71845,1385.971
290.65,39,1021.8,0,0,436.99,78.66212,74.790998,269.04164,553.73389
289.47,43,1021.5,0,0,247.42,92.2177,85.133381,278.04645,51.609477
281.72,40,1023.6,0,0,2.67,87.817721,81.676349,84.741393,116.7187
283.43,37,1023.3,0,0,114.81,73.082078,70.334151,94.606247,396.93777
285.35,33,1022.7,0,0,297.26,58.604367,59.25298,105.289,552.3861
287.22,30,1022.3,0,0,465.47,44.188175,48.679598,118.26089,844.356
288.74,28,1021.2,0,0,629.23,30.385775,39.567453,135.1645,872.93688
289.94,29,1020,0,0,720.9,18.588562,33.276641,157.89119,508.06137
289.9,34,1020,0,0,584.73,14.645435,31.598734,185.35966,401.01774
291.44,31,1018.4,0,0,503.74,22.651561,35.193622,211.53795,418.90865
292.44,31,1017,0,0,503.74,35.560279,42.748644,231.94356,741.30156
293.06,32,1016.2,0,0,485.94,49.652368,52.516489,247.11484,992.71974
293.06,34,1015.6,0,0,520.65,64.130075,63.353433,259.06825,987.39323
292.6,35,1015.1,0,0,414.74,78.763779,74.607618,269.37021,330.06728
291.22,39,1014.8,0,0,249.2,92.652938,85.206455,278.59497,101.43341
279.84,75,1017.2,0,0,0.89,87.790216,81.402687,84.50259,5.8469444
283.18,66,1016.8,0,0,83.66,73.142127,70.113297,94.304898,107.88273
283.27,46,1015.8,0,0,186.01,58.571531,58.934417,105.05893,291.55472
284.19,39,1016.6,0,0,345.32,44.232816,48.374674,117.99581,208.4094
285.03,39,1016.2,0,0,403.17,30.491682,39.233763,134.93937,260.75373
283.32,54,1015.2,0,0,348.88,18.820769,32.917377,157.8094,671.30361
289.04,34,1014.9,0,0,841.05,14.994155,31.247413,185.52328,1111.4178
280.24,93,1013.4,0,0,0,102.36899,92.109203,74.551327,135.24753
280.35,94,1013.6,0,0,0.89,87.763948,81.13177,84.264436,362.05992
280.89,91,1014.3,0.3,0,36.49,73.131664,69.839756,94.053628,683.3875
282.49,82,1013.8,0.7,0,145.96,58.584332,58.652181,104.79496,559.78722
283.25,72,1014.2,0.6,0,204.7,44.280582,48.07341,117.72902,436.62698
282.88,76,1014.4,0.5,0,229.62,30.601412,38.903628,134.71115,397.92333
284.75,67,1013.9,0,0,342.65,19.055684,32.561209,157.72462,254.48179
284.71,70,1015.3,0.1,0,301.71,15.34071,30.898867,185.68665,333.55261
284.84,69,1015.5,0,0,318.62,23.185327,34.590618,212.22912,2011.6776
286.42,62,1015.5,0.2,0,314.17,35.938618,42.254172,232.72543,643.33075
285.67,62,1014.7,0.3,0,300.82,49.944621,52.097842,247.86234,270.26056
285.47,62,1015.2,0.1,0,199.36,64.36801,62.975614,259.76118,54.054428
285.5,62,1015.5,0,0,142.4,74.449637,70.75336,266.98952,0.85942029
279.15,95,1018.5,0,0,0,102.32057,91.82282,74.326775,24.036111
278.35,98,1019.1,0,0,5.34,87.738979,80.863737,84.026971,372.01633
280.61,91,1018.6,0,0,124.6,73.123154,69.569586,93.802585,673.71194
283.32,80,1017.9,0,0,308.83,58.599601,58.373557,104.5305,424.6357
285.22,70,1018,0,0,485.05,44.331419,47.775915,117.46058,2034.7373
286.42,63,1016.6,0,0,591.85,30.714819,38.577165,134.47984,1796.2694
288.49,54,1015.8,0,0,654.15,19.293009,32.208247,157.63673,1966.31
288.01,52,1016.4,0,0,563.37,15.684947,30.553182,185.84963,498.52909
288.78,49,1015.6,0,0,582.06,23.451198,34.293318,212.57559,772.99624
288.9,49,1015.3,0,0,536.67,36.127262,42.010613,233.11515,933.39628
289.04,47,1014.4,0,0,451.23,50.089699,51.891405,248.23325,177.06391
288.33,50,1013.9,0,0,248.31,64.485262,62.788763,260.10399,81.685446
278.57,80,1013.9,0,0,0,102.27352,91.539946,74.103262,56.527778
278.73,79,1013.4,0,0,5.34,87.715363,80.598714,83.790243,460.13803
281.05,72,1012.9,0,0,142.4,73.116608,69.302881,93.55183,1218.4761
283.89,61,1011.2,0,0,334.64,58.617321,58.098643,104.26561,2019.5456
285.12,50,1010.9,0,0,492.17,44.385268,47.482296,117.19054,2026.7763
284.17,54,1011.1,0,0,334.64,30.831759,38.254492,134.24544,1455.0139
284.27,49,1011,0,0,324.85,19.532471,31.85861,157.54565,1584.8421
284.25,55,1013.2,0,0,338.2,16.026745,30.210459,186.01207,1259.9978
